language,surface_pattern,surface_patterns,variants,canonical_reference,reference_type,source_work,source_author,source_location,short_explanation,explanation_key,source_work_key,source_author_key,learner_level,register,confidence,source_url,source_license,source_dataset,notes
en,the serpent in the garden,,serpent in the garden,the serpent in the garden,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.the_serpent_in_the_garden,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,the sign of Jonah,,sign of Jonah,the sign of Jonah,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.the_sign_of_jonah,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,the spirit is willing,,the spirit is willing but the flesh is weak|spirit is willing,the spirit is willing,classical_or_scriptural_allusion,Gospel of Matthew,King James Version,Matthew 26:41,Good intentions are weakened by human frailty.,mnemosyne.en.explanation.kjv_bible_phrases.the_spirit_is_willing,mnemosyne.en.work.gospel_of_matthew,mnemosyne.en.author.king_james_version,B2,religious,0.84,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked.
en,the still small voice,,still small voice,still small voice,classical_or_scriptural_allusion,1 Kings,King James Version,1 Kings 19:12,A quiet inner prompting or conscience.,mnemosyne.en.explanation.kjv_bible_phrases.still_small_voice,mnemosyne.en.work.1_kings,mnemosyne.en.author.king_james_version,C1,religious,0.84,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked.
en,the straight and narrow,,strait and narrow|straight and narrow,the straight and narrow,classical_or_scriptural_allusion,Gospel of Matthew,King James Version,Matthew 7:14,A morally proper or disciplined way of life.,mnemosyne.en.explanation.kjv_bible_phrases.the_straight_and_narrow,mnemosyne.en.work.gospel_of_matthew,mnemosyne.en.author.king_james_version,B2,religious,0.82,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked. Bunyan phrase; some overlap with Biblical tradition. Merged duplicate/overlapping draft rows. Provenance candidates: en_kjv_bible_phrases / Gospel of Matthew / King James Version / Matthew 7:14; en_bunyan_phrases / The Pilgrim’s Progress / John Bunyan / Part 1.
en,the ten commandments,,ten commandments,the ten commandments,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.the_ten_commandments,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,the Tower of Babel,,Tower of Babel,the Tower of Babel,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,Confusion caused by many languages or voices.,mnemosyne.en.explanation.kjv_bible_phrases.the_tower_of_babel,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,B2,religious,0.78,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,the tree of knowledge,,tree of knowledge,the tree of knowledge,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.the_tree_of_knowledge,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,the valley of the shadow of death,,valley of the shadow of death,the valley of the shadow of death,classical_or_scriptural_allusion,Psalms,King James Version,Psalm 23:4,A period of extreme danger or fear.,mnemosyne.en.explanation.kjv_bible_phrases.the_valley_of_the_shadow_of_death,mnemosyne.en.work.psalms,mnemosyne.en.author.king_james_version,B2,religious,0.84,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked.
en,the wages of sin,,wages of sin,the wages of sin,classical_or_scriptural_allusion,Romans,King James Version,Romans 6:23,The consequences of wrongdoing.,mnemosyne.en.explanation.kjv_bible_phrases.the_wages_of_sin,mnemosyne.en.work.romans,mnemosyne.en.author.king_james_version,C1,religious,0.84,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked.
en,the walls of Jericho,,walls of Jericho,the walls of Jericho,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.the_walls_of_jericho,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,the whited sepulchre,,whited sepulcher|whited sepulchre,whited sepulchre,classical_or_scriptural_allusion,Gospel of Matthew,King James Version,Matthew 23:27,Someone outwardly respectable but inwardly corrupt.,mnemosyne.en.explanation.kjv_bible_phrases.whited_sepulchre,mnemosyne.en.work.gospel_of_matthew,mnemosyne.en.author.king_james_version,C1,religious,0.78,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked. Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review. Merged duplicate/overlapping draft rows. Provenance candidates: en_kjv_bible_phrases / Gospel of Matthew / King James Version / Matthew 23:27; en_kjv_bible_phrases / King James Bible / Authorised Version / King James Version.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,the whore of Babylon,,whore of Babylon,the whore of Babylon,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.the_whore_of_babylon,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,the wisdom of Solomon,,wisdom of Solomon,wisdom of Solomon,classical_or_scriptural_allusion,1 Kings,King James Version,1 Kings 3,"Exceptional wisdom, especially in judgement.",mnemosyne.en.explanation.kjv_bible_phrases.wisdom_of_solomon,mnemosyne.en.work.1_kings,mnemosyne.en.author.king_james_version,B2,religious,0.78,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked. Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review. Merged duplicate/overlapping draft rows. Provenance candidates: en_kjv_bible_phrases / 1 Kings / King James Version / 1 Kings 3; en_kjv_bible_phrases / King James Bible / Authorised Version / King James Version.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,the writing is on the wall,,the handwriting is on the wall|writing is on the wall,the writing is on the wall,classical_or_scriptural_allusion,Daniel,King James Version,Daniel 5,Failure or danger is clearly approaching.,mnemosyne.en.explanation.kjv_bible_phrases.the_writing_is_on_the_wall,mnemosyne.en.work.daniel,mnemosyne.en.author.king_james_version,B1,religious,0.84,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked.
en,thirty pieces of silver,,,thirty pieces of silver,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,Payment for betrayal.,mnemosyne.en.explanation.kjv_bible_phrases.thirty_pieces_of_silver,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,B2,religious,0.78,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,thorn in the flesh,,thorn in my side|thorn in one's flesh,thorn in the flesh,classical_or_scriptural_allusion,2 Corinthians,King James Version,2 Corinthians 12:7,A persistent source of trouble or irritation.,mnemosyne.en.explanation.kjv_bible_phrases.thorn_in_the_flesh,mnemosyne.en.work.2_corinthians,mnemosyne.en.author.king_james_version,B2,religious,0.84,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked.
en,thorny path,,,thorny path,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.thorny_path,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,Tower of Babel,,,Tower of Babel,classical_or_scriptural_allusion,Genesis,King James Version,Genesis 11,Confusion caused by many languages or competing voices.,mnemosyne.en.explanation.kjv_bible_phrases.tower_of_babel,mnemosyne.en.work.genesis,mnemosyne.en.author.king_james_version,B2,religious,0.84,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked.
en,tree of life,,,tree of life,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.tree_of_life,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,trumpets of Jericho,,,trumpets of Jericho,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.trumpets_of_jericho,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,turn the other cheek,,,turn the other cheek,classical_or_scriptural_allusion,Gospel of Matthew,King James Version,Matthew 5:39,Respond to insult or injury without retaliation.,mnemosyne.en.explanation.kjv_bible_phrases.turn_the_other_cheek,mnemosyne.en.work.gospel_of_matthew,mnemosyne.en.author.king_james_version,B2,religious,0.84,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked.
en,two by two,,,two by two,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,"In pairs, especially animals or people moving together.",mnemosyne.en.explanation.kjv_bible_phrases.two_by_two,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,B2,religious,0.78,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,unequally yoked,,,unequally yoked,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.unequally_yoked,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,Uriah letter,,,Uriah letter,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.uriah_letter,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,valley of dry bones,,,valley of dry bones,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.valley_of_dry_bones,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,vanity of vanities,,,vanity of vanities,classical_or_scriptural_allusion,Ecclesiastes,King James Version,Ecclesiastes 1:2,Everything is futile or empty.,mnemosyne.en.explanation.kjv_bible_phrases.vanity_of_vanities,mnemosyne.en.work.ecclesiastes,mnemosyne.en.author.king_james_version,C1,religious,0.84,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked.
en,wash one’s hands of it,,,wash one’s hands of it,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,To refuse responsibility for something.,mnemosyne.en.explanation.kjv_bible_phrases.wash_one_s_hands_of_it,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,B2,religious,0.78,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,water from the rock,,,water from the rock,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.water_from_the_rock,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,wheels within wheels,,,wheels within wheels,classical_or_scriptural_allusion,Ezekiel,King James Version,Ezekiel 1:16,Complex hidden mechanisms or motives.,mnemosyne.en.explanation.kjv_bible_phrases.wheels_within_wheels,mnemosyne.en.work.ezekiel,mnemosyne.en.author.king_james_version,C1,religious,0.84,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked.
en,whited wall,,,whited wall,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.whited_wall,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,widow’s mite,,,widow’s mite,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A small but sacrificial contribution.,mnemosyne.en.explanation.kjv_bible_phrases.widow_s_mite,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,B2,religious,0.78,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,wilderness years,,,wilderness years,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A long period away from power or success.,mnemosyne.en.explanation.kjv_bible_phrases.wilderness_years,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,B2,religious,0.78,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,wolf in sheep’s clothing,,,wolf in sheep’s clothing,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A dangerous person disguised as harmless.,mnemosyne.en.explanation.kjv_bible_phrases.wolf_in_sheep_s_clothing,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,B2,religious,0.78,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,wrestle with an angel,,,wrestle with an angel,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.wrestle_with_an_angel,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,writing on the wall,,handwriting on the wall,writing on the wall,classical_or_scriptural_allusion,Daniel,King James Version,Daniel 5,A warning that failure or disaster is near.,mnemosyne.en.explanation.kjv_bible_phrases.writing_on_the_wall,mnemosyne.en.work.daniel,mnemosyne.en.author.king_james_version,B2,religious,0.84,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked.
en,yoke is easy,,,yoke is easy,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.yoke_is_easy,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,a charmed life,,,charmed life,literary_reference,Macbeth,William Shakespeare,Act V Scene 8,A life seemingly protected from danger.,mnemosyne.en.explanation.shakespeare_phrases.charmed_life,mnemosyne.en.work.macbeth,mnemosyne.en.author.william_shakespeare,B2,literary,0.78,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to Shakespeare; attribution should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,a countenance more in sorrow than in anger,,,a countenance more in sorrow than in anger,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.a_countenance_more_in_sorrow_than_in_anger,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,a Daniel come to judgement,,,a Daniel come to judgement,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.a_daniel_come_to_judgement,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,a dish fit for the gods,,,dish fit for the gods,literary_reference,Julius Caesar,William Shakespeare,Act II Scene 1,Something extremely fine or worthy.,mnemosyne.en.explanation.shakespeare_phrases.dish_fit_for_the_gods,mnemosyne.en.work.julius_caesar,mnemosyne.en.author.william_shakespeare,C1,literary,0.78,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to Shakespeare; attribution should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,a fool’s paradise,,,a fool’s paradise,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.a_fool_s_paradise,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,"a horse, a horse, my kingdom for a horse",,,"a horse, a horse, my kingdom for a horse",literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.a_horse_a_horse_my_kingdom_for_a_horse,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,a ministering angel,,,a ministering angel,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.a_ministering_angel,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,a plague on both your houses,,,a plague on both your houses,literary_reference,Romeo and Juliet,William Shakespeare,Act III Scene 1,Condemnation of both sides in a dispute.,mnemosyne.en.explanation.shakespeare_phrases.a_plague_on_both_your_houses,mnemosyne.en.work.romeo_and_juliet,mnemosyne.en.author.william_shakespeare,C1,literary,0.78,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to Shakespeare; attribution should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,a rose by any other name,,,a rose by any other name,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.a_rose_by_any_other_name,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,a sea change,,sea change,a sea change,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.a_sea_change,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,a sorry sight,,,sorry sight,literary_reference,Macbeth,William Shakespeare,Act II Scene 2,A distressing or shameful spectacle.,mnemosyne.en.explanation.shakespeare_phrases.sorry_sight,mnemosyne.en.work.macbeth,mnemosyne.en.author.william_shakespeare,B2,literary,0.78,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to Shakespeare; attribution should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,a spotless reputation,,,spotless reputation,literary_reference,Richard II,William Shakespeare,Act I Scene 1,A reputation free from blame.,mnemosyne.en.explanation.shakespeare_phrases.spotless_reputation,mnemosyne.en.work.richard_ii,mnemosyne.en.author.william_shakespeare,B2,literary,0.78,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to Shakespeare; attribution should be reviewed.
en,age cannot wither,,,age cannot wither,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.age_cannot_wither,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,"alas, poor Yorick",,poor Yorick,"alas, poor Yorick",literary_reference,Hamlet,William Shakespeare,Act V Scene 1,A reflection on mortality or lost familiarity.,mnemosyne.en.explanation.shakespeare_phrases.alas_poor_yorick,mnemosyne.en.work.hamlet,mnemosyne.en.author.william_shakespeare,C1,literary,0.78,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to Shakespeare; attribution should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,all corners of the world,,,all corners of the world,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.all_corners_of_the_world,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,all our yesterdays,,,all our yesterdays,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.all_our_yesterdays,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,all that glisters is not gold,,,all that glisters is not gold,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.all_that_glisters_is_not_gold,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,all that glitters is not gold,,all that glisters is not gold,all that glitters is not gold,literary_reference,The Merchant of Venice,William Shakespeare,Act II Scene 7,Attractive appearances can be deceptive.,mnemosyne.en.explanation.shakespeare_phrases.all_that_glitters_is_not_gold,mnemosyne.en.work.the_merchant_of_venice,mnemosyne.en.author.william_shakespeare,B2,literary,0.78,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to Shakespeare; attribution should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
